nivel,grupo,indicador,resultado,cv
"dist","050607","electricidad",.5043532,.1750383
"dist","050607","cocina_lena",.9396766,.0469742
"dist","050608","piso_tierra",1,0
"dist","050608","agua_red_publica",.25,1.11e-16
"dist","050608","desague_red_publica",0,
"dist","050608","electricidad",0,
"dist","050608","cocina_lena",1,0
"dist","050609","piso_tierra",.5714286,4.85e-17
"dist","050609","agua_red_publica",1,0
"dist","050609","desague_red_publica",0,
"dist","050609","electricidad",1,0
"dist","050609","cocina_lena",1,0
"dist","050611","piso_tierra",.8743617,.1010864
"dist","050611","agua_red_publica",.8578723,.1177479
"dist","050611","desague_red_publica",.5025532,.703496
"dist","050611","electricidad",.8578723,.1177479
"dist","050611","cocina_lena",.9371809,.0471553
"dist","050612","piso_tierra",1,0
"dist","050612","agua_red_publica",.8411186,.1185853
"dist","050612","desague_red_publica",.3804985,.786423
"dist","050612","electricidad",.9205593,.0541759
"dist","050612","cocina_lena",1,0
"dist","050615","piso_tierra",1,0
"dist","050615","agua_red_publica",1,0
"dist","050615","desague_red_publica",.8333333,1.66e-17
"dist","050615","electricidad",.8333333,1.66e-17
"dist","050615","cocina_lena",1,0
"dist","050619","piso_tierra",1,0
"dist","050619","agua_red_publica",.8333333,1.66e-17
"dist","050619","desague_red_publica",0,
"dist","050619","electricidad",0,
"dist","050619","cocina_lena",1,0
"dist","050701","piso_tierra",.6635841,.1039364
"dist","050701","agua_red_publica",.9717123,.0269961
"dist","050701","desague_red_publica",.6480489,.15879
"dist","050701","electricidad",.886849,.1183174
"dist","050701","cocina_lena",.7548441,.072775
"dist","050702","piso_tierra",1,0
"dist","050702","agua_red_publica",1,0
"dist","050702","desague_red_publica",0,
"dist","050702","electricidad",.875,1.58e-17
"dist","050702","cocina_lena",1,0
"dist","050705","piso_tierra",.2405298,.9606662
"dist","050705","agua_red_publica",.6792936,.4535474
"dist","050705","desague_red_publica",0,
"dist","050705","electricidad",.6792936,.4535474
"dist","050705","cocina_lena",.4565651,.5398429
"dist","050708","piso_tierra",.875,1.58e-17
"dist","050708","agua_red_publica",.875,1.58e-17
"dist","050708","desague_red_publica",0,
"dist","050708","electricidad",.875,1.58e-17
"dist","050708","cocina_lena",1,0
"dist","050801","piso_tierra",.5156924,.320325
"dist","050801","agua_red_publica",1,0
"dist","050801","desague_red_publica",.8333333,2.12e-17
"dist","050801","electricidad",1,0
"dist","050801","cocina_lena",.6666667,7.36e-18
"dist","050804","piso_tierra",.5,0
"dist","050804","agua_red_publica",1,0
"dist","050804","desague_red_publica",.625,6.65e-17
"dist","050804","electricidad",1,0
"dist","050804","cocina_lena",1,0
"dist","050805","piso_tierra",.25,1.11e-16
"dist","050805","agua_red_publica",1,0
"dist","050805","desague_red_publica",1,0
"dist","050805","electricidad",1,0
"dist","050805","cocina_lena",.75,3.70e-17
"dist","050901","piso_tierra",.5,0
"dist","050901","agua_red_publica",.875,0
"dist","050901","desague_red_publica",1,0
"dist","050901","electricidad",1,0
"dist","050901","cocina_lena",.5,0
"dist","050906","piso_tierra",.875,0
"dist","050906","agua_red_publica",0,
"dist","050906","desague_red_publica",0,
"dist","050906","electricidad",0,
"dist","050906","cocina_lena",.375,0
"dist","050908","piso_tierra",.625,1.11e-16
"dist","050908","agua_red_publica",1,0
"dist","050908","desague_red_publica",.875,0
"dist","050908","electricidad",.875,0
"dist","050908","cocina_lena",1,0
"dist","050909","piso_tierra",1,0
"dist","050909","agua_red_publica",.8571429,1.21e-17
"dist","050909","desague_red_publica",0,
"dist","050909","electricidad",1,0
"dist","050909","cocina_lena",1,0
"dist","051001","piso_tierra",.5894978,.1405897
"dist","051001","agua_red_publica",1,0
"dist","051001","desague_red_publica",1,0
"dist","051001","electricidad",.9105022,.0910238
"dist","051001","cocina_lena",.8456623,.1960057
"dist","051002","piso_tierra",1,0
"dist","051002","agua_red_publica",.875,0
"dist","051002","desague_red_publica",.625,0
"dist","051002","electricidad",.875,0
"dist","051002","cocina_lena",1,0
"dist","051005","piso_tierra",1,0
"dist","051005","agua_red_publica",1,0
"dist","051005","desague_red_publica",1,0
"dist","051005","electricidad",1,0
"dist","051005","cocina_lena",1,0
"dist","051007","piso_tierra",1,0
"dist","051007","agua_red_publica",1,0
"dist","051007","desague_red_publica",.875,0
"dist","051007","electricidad",1,0
"dist","051007","cocina_lena",1,0
"dist","051008","piso_tierra",.875,0
"dist","051008","agua_red_publica",1,0
"dist","051008","desague_red_publica",.125,0
"dist","051008","electricidad",1,0
"dist","051008","cocina_lena",1,0
"dist","051009","piso_tierra",1,0
"dist","051009","agua_red_publica",0,
"dist","051009","desague_red_publica",0,
"dist","051009","electricidad",0,
"dist","051009","cocina_lena",.75,0
"dist","051010","piso_tierra",1,0
"dist","051010","agua_red_publica",.7199487,.3960523
"dist","051010","desague_red_publica",.7199487,.3960523
"dist","051010","electricidad",.7199487,.3960523
"dist","051010","cocina_lena",.879978,.1388691
"dist","051011","piso_tierra",1,0
"dist","051011","agua_red_publica",1,0
"dist","051011","desague_red_publica",1,0
"dist","051011","electricidad",1,0
"dist","051011","cocina_lena",1,0
"dist","051012","piso_tierra",.8,0
"dist","051012","agua_red_publica",1,0
"dist","051012","desague_red_publica",.2,0
"dist","051012","electricidad",1,0
"dist","051012","cocina_lena",1,0
"dist","051101","piso_tierra",.6135125,.2581185
"dist","051101","agua_red_publica",.9362691,.0743513
"dist","051101","desague_red_publica",.6053056,.3572227
"dist","051101","electricidad",1,0
"dist","051101","cocina_lena",.9745623,.0308706
"dist","051104","piso_tierra",.9348598,.0471892
"dist","051104","agua_red_publica",1,0
"dist","051104","desague_red_publica",.5105608,.3456224
"dist","051104","electricidad",1,0
"dist","051104","cocina_lena",1,0
"dist","051105","piso_tierra",1,0
"dist","051105","agua_red_publica",1,0
"dist","051105","desague_red_publica",.125,0
"dist","051105","electricidad",.875,0
"dist","051105","cocina_lena",1,0
"dist","051108","piso_tierra",.7322341,.0243866
"dist","051108","agua_red_publica",.9371809,.0666876
"dist","051108","desague_red_publica",.2049468,.3920776
"dist","051108","electricidad",1,0
"dist","051108","cocina_lena",.9289362,.0768909
"dist","060101","piso_tierra",.2064634,.178111
"dist","060101","agua_red_publica",.9771072,.0143765
"dist","060101","desague_red_publica",.8026809,.0255078
"dist","060101","electricidad",.9754328,.0107014
"dist","060101","cocina_lena",.46217,.125155
"dist","060102","piso_tierra",1,0
"dist","060102","agua_red_publica",1,0
"dist","060102","desague_red_publica",0,
"dist","060102","electricidad",1,0
"dist","060102","cocina_lena",1,0
"dist","060103","piso_tierra",1,0
"dist","060103","agua_red_publica",1,0
"dist","060103","desague_red_publica",.75,3.70e-17
"dist","060103","electricidad",1,0
"dist","060103","cocina_lena",1,0
"dist","060104","piso_tierra",1,0
"dist","060104","agua_red_publica",.875,0
"dist","060104","desague_red_publica",.125,0
"dist","060104","electricidad",.25,0
"dist","060104","cocina_lena",1,0
"dist","060105","piso_tierra",.8645232,.1507137
"dist","060105","agua_red_publica",.8628973,.092437
"dist","060105","desague_red_publica",.3620844,.586316
"dist","060105","electricidad",.8169255,.1331104
"dist","060105","cocina_lena",1,0
"dist","060106","piso_tierra",.7522301,.2349848
"dist","060106","agua_red_publica",1,0
"dist","060106","desague_red_publica",.0630575,.700799
"dist","060106","electricidad",1,0
"dist","060106","cocina_lena",.8761151,.1008787
"dist","060107","piso_tierra",1,0
"dist","060107","agua_red_publica",1,0
"dist","060107","desague_red_publica",.4285714,9.71e-17
"dist","060107","electricidad",.8571429,4.05e-17
"dist","060107","cocina_lena",1,0
"dist","060108","piso_tierra",.1653689,.7114818
"dist","060108","agua_red_publica",.9580794,.0303626
"dist","060108","desague_red_publica",.8116892,.1510226
"dist","060108","electricidad",.9624834,.0269425
"dist","060108","cocina_lena",.5944473,.2360158
"dist","060109","piso_tierra",.9352941,.0471928
"dist","060109","agua_red_publica",1,0
"dist","060109","desague_red_publica",.1808823,.7320635
"dist","060109","electricidad",.9397059,.0469712
"dist","060109","cocina_lena",1,0
"dist","060111","piso_tierra",.75,0
"dist","060111","agua_red_publica",.625,0
"dist","060111","desague_red_publica",.0625,.7071068
"dist","060111","electricidad",.9375,.0471405
"dist","060111","cocina_lena",.9375,.0471405
"dist","060201","piso_tierra",.4284355,.1767391
"dist","060201","agua_red_publica",1,0
"dist","060201","desague_red_publica",.7298588,.223148
"dist","060201","electricidad",1,0
"dist","060201","cocina_lena",.7345968,.0736277
"dist","060202","piso_tierra",.8402919,.1159573
"dist","060202","agua_red_publica",.8059991,.1319823
"dist","060202","desague_red_publica",.2885658,.5535482
"dist","060202","electricidad",.6772389,.226898
"dist","060202","cocina_lena",1,0
"dist","060203","piso_tierra",.75,.2357023
"dist","060203","agua_red_publica",.9375,.0471405
"dist","060203","desague_red_publica",0,
"dist","060203","electricidad",.875,.1010153
"dist","060203","cocina_lena",1,0
"dist","060204","piso_tierra",.8007631,.141553
"dist","060204","agua_red_publica",.9497138,.0447571
"dist","060204","desague_red_publica",.3984737,.5689232
"dist","060204","electricidad",1,0
"dist","060204","cocina_lena",1,0
"dist","060301","piso_tierra",.2275429,.5379453
"dist","060301","agua_red_publica",1,0
"dist","060301","desague_red_publica",.7793104,.2209631
"dist","060301","electricidad",1,0
"dist","060301","cocina_lena",.6060022,.131674
"dist","060303","piso_tierra",1,0
"dist","060303","agua_red_publica",.8,8.67e-18
"dist","060303","desague_red_publica",.4,6.93e-17
"dist","060303","electricidad",.8,8.67e-18
"dist","060303","cocina_lena",1,0
"dist","060304","piso_tierra",.8640583,.1145973
"dist","060304","agua_red_publica",.7560536,.0523925
"dist","060304","desague_red_publica",0,
"dist","060304","electricidad",.6072707,.3758588
"dist","060304","cocina_lena",.9307263,.0468826
"dist","060309","piso_tierra",1,0
"dist","060309","agua_red_publica",.75,0
"dist","060309","desague_red_publica",0,
"dist","060309","electricidad",1,0
"dist","060309","cocina_lena",1,0
"dist","060312","piso_tierra",1,0
"dist","060312","agua_red_publica",1,0
"dist","060312","desague_red_publica",0,
"dist","060312","electricidad",.6,4.62e-17
"dist","060312","cocina_lena",1,0
"dist","060401","piso_tierra",.6061493,.0870501
"dist","060401","agua_red_publica",.9035841,.0473159
"dist","060401","desague_red_publica",.3791516,.1638177
"dist","060401","electricidad",.9678614,.0194978
"dist","060401","cocina_lena",.7660286,.0615965
"dist","060402","piso_tierra",1,0
"dist","060402","agua_red_publica",1,0
"dist","060402","desague_red_publica",0,
"dist","060402","electricidad",1,0
"dist","060402","cocina_lena",1,0
"dist","060403","piso_tierra",1,0
"dist","060403","agua_red_publica",.875,0
"dist","060403","desague_red_publica",0,
"dist","060403","electricidad",.875,0
"dist","060403","cocina_lena",.875,0
"dist","060404","piso_tierra",.75,0
"dist","060404","agua_red_publica",1,0
"dist","060404","desague_red_publica",0,
"dist","060404","electricidad",1,0
"dist","060404","cocina_lena",1,0
"dist","060405","piso_tierra",.7742583,.0543582
"dist","060405","agua_red_publica",.7611868,.0884667
"dist","060405","desague_red_publica",.4253404,.7124377
"dist","060405","electricidad",1,0
"dist","060405","cocina_lena",1,0
"dist","060407","piso_tierra",1,0
"dist","060407","agua_red_publica",.625,6.66e-17
"dist","060407","desague_red_publica",0,
"dist","060407","electricidad",1,0
"dist","060407","cocina_lena",1,0
"dist","060409","piso_tierra",.8571429,2.43e-17
"dist","060409","agua_red_publica",1,0
"dist","060409","desague_red_publica",0,
"dist","060409","electricidad",.7142857,1.94e-17
"dist","060409","cocina_lena",1,0
"dist","060410","piso_tierra",1,0
"dist","060410","agua_red_publica",1,0
"dist","060410","desague_red_publica",0,
"dist","060410","electricidad",1,0
"dist","060410","cocina_lena",1,0
"dist","060411","piso_tierra",.875,0
"dist","060411","agua_red_publica",1,0
"dist","060411","desague_red_publica",0,
"dist","060411","electricidad",1,0
"dist","060411","cocina_lena",.875,0
"dist","060413","piso_tierra",.7142857,1.94e-17
"dist","060413","agua_red_publica",1,0
"dist","060413","desague_red_publica",1,0
"dist","060413","electricidad",1,0
"dist","060413","cocina_lena",.8571429,8.09e-18
"dist","060416","piso_tierra",1,0
"dist","060416","agua_red_publica",.875,0
"dist","060416","desague_red_publica",.375,0
"dist","060416","electricidad",1,0
"dist","060416","cocina_lena",1,0
"dist","060417","piso_tierra",.5723242,.3299893
"dist","060417","agua_red_publica",.9448483,.0461273
"dist","060417","desague_red_publica",.5587862,.6239705
"dist","060417","electricidad",1,0
"dist","060417","cocina_lena",.7206069,.2419253
"dist","060419","piso_tierra",.8,8.67e-18
"dist","060419","agua_red_publica",1,0
"dist","060419","desague_red_publica",0,
"dist","060419","electricidad",1,0
"dist","060419","cocina_lena",1,0
"dist","060501","piso_tierra",1,0
"dist","060501","agua_red_publica",.875,0
"dist","060501","desague_red_publica",0,
"dist","060501","electricidad",0,
"dist","060501","cocina_lena",1,0
"dist","060502","piso_tierra",0,
"dist","060502","agua_red_publica",1,0
"dist","060502","desague_red_publica",1,0
"dist","060502","electricidad",1,0
"dist","060502","cocina_lena",.5524578,.090286
"dist","060505","piso_tierra",1,0
"dist","060505","agua_red_publica",1,0
"dist","060505","desague_red_publica",0,
"dist","060505","electricidad",1,0
"dist","060505","cocina_lena",1,0
"dist","060508","piso_tierra",.3333333,0
"dist","060508","agua_red_publica",1,0
"dist","060508","desague_red_publica",.6666667,0
"dist","060508","electricidad",1,0
"dist","060508","cocina_lena",0,
"dist","060601","piso_tierra",.6496132,.1156262
"dist","060601","agua_red_publica",.8007218,.0783436
"dist","060601","desague_red_publica",.4412187,.1479713
"dist","060601","electricidad",.9669498,.0296926
"dist","060601","cocina_lena",.8338321,.0859131
"dist","060602","piso_tierra",1,0
"dist","060602","agua_red_publica",0,
"dist","060602","desague_red_publica",0,
"dist","060602","electricidad",.125,0
"dist","060602","cocina_lena",1,0
"dist","060606","piso_tierra",.625,0
"dist","060606","agua_red_publica",1,0
"dist","060606","desague_red_publica",0,
"dist","060606","electricidad",.75,0
"dist","060606","cocina_lena",.875,0
"dist","060608","piso_tierra",.5,0
"dist","060608","agua_red_publica",1,0
"dist","060608","desague_red_publica",1,0
"dist","060608","electricidad",1,0
"dist","060608","cocina_lena",.6666667,0
"dist","060612","piso_tierra",1,0
"dist","060612","agua_red_publica",1,0
"dist","060612","desague_red_publica",.1,.7071068
"dist","060612","electricidad",1,0
"dist","060612","cocina_lena",1,0
"dist","060614","piso_tierra",.6102288,.0689091
"dist","060614","agua_red_publica",.7788729,.075227
"dist","060614","desague_red_publica",.3202573,.0910077
"dist","060614","electricidad",.7044502,.155721
"dist","060614","cocina_lena",.8544285,.1022263
"dist","060701","piso_tierra",.6356771,.0375723
"dist","060701","agua_red_publica",.8781017,.0377109
"dist","060701","desague_red_publica",.359212,.0820241
"dist","060701","electricidad",.97837,.0140351
"dist","060701","cocina_lena",.8046842,.0691942
"dist","060702","piso_tierra",.25,0
"dist","060702","agua_red_publica",1,0
"dist","060702","desague_red_publica",0,
"dist","060702","electricidad",1,0
"dist","060702","cocina_lena",1,0
"dist","060703","piso_tierra",.9517306,.0471245
"dist","060703","agua_red_publica",.7612138,.0765436
"dist","060703","desague_red_publica",.1448081,.9291565
"dist","060703","electricidad",1,0
"dist","060703","cocina_lena",1,0
"dist","060801","piso_tierra",.2475897,.2529025
"dist","060801","agua_red_publica",.9734286,.0086539
"dist","060801","desague_red_publica",.8372123,.0732728
"dist","060801","electricidad",.9689832,.030471
"dist","060801","cocina_lena",.4448475,.2235315
"dist","060802","piso_tierra",.5437655,.0739717
"dist","060802","agua_red_publica",.9562345,.0420642
"dist","060802","desague_red_publica",.5415632,.4951503
"dist","060802","electricidad",1,0
"dist","060802","cocina_lena",.6750621,.2383382
"dist","060804","piso_tierra",.5,0
"dist","060804","agua_red_publica",1,0
"dist","060804","desague_red_publica",.8333333,1.66e-17
"dist","060804","electricidad",1,0
"dist","060804","cocina_lena",.8333333,0
"dist","060807","piso_tierra",.4382184,.3067317
"dist","060807","agua_red_publica",1,0
"dist","060807","desague_red_publica",.2602575,.8618879
"dist","060807","electricidad",.8232122,.0962315
"dist","060807","cocina_lena",.7538102,.1628002
"dist","060810","piso_tierra",.875,0
"dist","060810","agua_red_publica",.75,3.70e-17
"dist","060810","desague_red_publica",0,
"dist","060810","electricidad",.75,3.70e-17
"dist","060810","cocina_lena",1,0
"dist","060811","piso_tierra",.6180467,.1715618
"dist","060811","agua_red_publica",.5729299,.2776077
"dist","060811","desague_red_publica",.2245577,1.101769
"dist","060811","electricidad",.8877212,.1393516
"dist","060811","cocina_lena",1,0
"dist","060812","piso_tierra",1,0
"dist","060812","agua_red_publica",1,0
"dist","060812","desague_red_publica",0,
"dist","060812","electricidad",.75,0
"dist","060812","cocina_lena",1,0
"dist","060901","piso_tierra",.4152845,.4260881
"dist","060901","agua_red_publica",.96706,.0396896
"dist","060901","desague_red_publica",.4329508,.5456431
"dist","060901","electricidad",.8220639,.1498295
"dist","060901","cocina_lena",.6601672,.2563307
"dist","060902","piso_tierra",.7997593,.1902288
"dist","060902","agua_red_publica",.8593573,.1698495
"dist","060902","desague_red_publica",.3925726,.5508916
"dist","060902","electricidad",.9531191,.0510469
"dist","060902","cocina_lena",.816905,.0583764
"dist","060903","piso_tierra",.6516202,.1152556
"dist","060903","agua_red_publica",.9760118,.0301924
"dist","060903","desague_red_publica",.4558695,.4669715
"dist","060903","electricidad",.8406885,.1897099
"dist","060903","cocina_lena",.8368427,.1025568
"dist","060904","piso_tierra",.6459497,.2072969
"dist","060904","agua_red_publica",.9305908,.0808985
"dist","060904","desague_red_publica",.3056542,.3922441
"dist","060904","electricidad",1,0
"dist","060904","cocina_lena",.8263501,.054014
"dist","060905","piso_tierra",.4835853,.4278037
"dist","060905","agua_red_publica",1,0
"dist","060905","desague_red_publica",.5479806,.5285432
"dist","060905","electricidad",.8598488,.14436
"dist","060905","cocina_lena",1,0
"dist","060906","piso_tierra",.375,9.25e-17
"dist","060906","agua_red_publica",1,0
"dist","060906","desague_red_publica",1,0
"dist","060906","electricidad",1,0
"dist","060906","cocina_lena",1,0
"dist","060907","piso_tierra",.75,3.70e-17
"dist","060907","agua_red_publica",1,0
"dist","060907","desague_red_publica",0,
"dist","060907","electricidad",1,0
"dist","060907","cocina_lena",.875,0
"dist","061001","piso_tierra",.5652887,.3445248
"dist","061001","agua_red_publica",.9021021,.1200426
"dist","061001","desague_red_publica",.51455,.4600992
"dist","061001","electricidad",.9673674,.0373146
"dist","061001","cocina_lena",.7587528,.1645487
"dist","061002","piso_tierra",1,0
"dist","061002","agua_red_publica",.625,6.66e-17
"dist","061002","desague_red_publica",0,
"dist","061002","electricidad",1,0
"dist","061002","cocina_lena",1,0
"dist","061004","piso_tierra",.9418111,.0467014
"dist","061004","agua_red_publica",1,0
"dist","061004","desague_red_publica",.6659445,.330237
"dist","061004","electricidad",1,0
"dist","061004","cocina_lena",1,0
"dist","061006","piso_tierra",1,0
"dist","061006","agua_red_publica",.875,0
"dist","061006","desague_red_publica",0,
"dist","061006","electricidad",.75,0
"dist","061006","cocina_lena",.875,0
"dist","061007","piso_tierra",1,0
"dist","061007","agua_red_publica",1,0
"dist","061007","desague_red_publica",0,
"dist","061007","electricidad",.9285714,.0466224
"dist","061007","cocina_lena",1,0
"dist","061101","piso_tierra",.4,6.94e-17
"dist","061101","agua_red_publica",1,0
"dist","061101","desague_red_publica",1,0
"dist","061101","electricidad",1,0
"dist","061101","cocina_lena",.8,0
"dist","061103","piso_tierra",.75,0
"dist","061103","agua_red_publica",.125,0
"dist","061103","desague_red_publica",0,
"dist","061103","electricidad",.875,0
"dist","061103","cocina_lena",1,0
"dist","061104","piso_tierra",.9129554,.0910976
"dist","061104","agua_red_publica",.9129554,.0910976
"dist","061104","desague_red_publica",.3981104,1.044535
"dist","061104","electricidad",1,0
"dist","061104","cocina_lena",.8333333,9.31e-18
"dist","061105","piso_tierra",.6691781,.060367
"dist","061105","agua_red_publica",.4849313,.4998183
"dist","061105","desague_red_publica",0,
"dist","061105","electricidad",.6616438,.1221088
"dist","061105","cocina_lena",1,0
"dist","061106","piso_tierra",.625,0
"dist","061106","agua_red_publica",1,0
"dist","061106","desague_red_publica",0,
"dist","061106","electricidad",1,0
"dist","061106","cocina_lena",.875,1.59e-17
"dist","061107","piso_tierra",0,
"dist","061107","agua_red_publica",1,0
"dist","061107","desague_red_publica",1,0
"dist","061107","electricidad",1,0
"dist","061107","cocina_lena",1,0
"dist","061111","piso_tierra",.875,0
"dist","061111","agua_red_publica",1,0
"dist","061111","desague_red_publica",0,
"dist","061111","electricidad",.25,1.11e-16
"dist","061111","cocina_lena",1,0
"dist","061201","piso_tierra",.5234481,.4355313
"dist","061201","agua_red_publica",1,0
"dist","061201","desague_red_publica",.5240985,.4777678
"dist","061201","electricidad",.821537,.1142968
"dist","061201","cocina_lena",.7618327,.1561211
"dist","061202","piso_tierra",.7444332,.1184969
"dist","061202","agua_red_publica",1,0
"dist","061202","desague_red_publica",.456984,.6756158
"dist","061202","electricidad",.7611337,.2317938
"dist","061202","cocina_lena",.8097166,.0544716
"dist","061204","piso_tierra",.8328363,.0474466
"dist","061204","agua_red_publica",.5,0
"dist","061204","desague_red_publica",0,
"dist","061204","electricidad",.5798539,.4770281
"dist","061204","cocina_lena",1,0
"dist","061301","piso_tierra",.3333333,0
"dist","061301","agua_red_publica",1,0
"dist","061301","desague_red_publica",1,0
"dist","061301","electricidad",1,0
"dist","061301","cocina_lena",.8333333,8.32e-18
"dist","061303","piso_tierra",.7698299,.3227039
"dist","061303","agua_red_publica",.5092659,.2845582
"dist","061303","desague_red_publica",.1534467,1.07932
"dist","061303","electricidad",.5952551,.6260184
"dist","061303","cocina_lena",1,0
"dist","061304","piso_tierra",.875,1.98e-18
"dist","061304","agua_red_publica",1,0
"dist","061304","desague_red_publica",0,
"dist","061304","electricidad",.25,6.94e-17
"dist","061304","cocina_lena",1,0
"dist","061308","piso_tierra",1,0
"dist","061308","agua_red_publica",1,0
"dist","061308","desague_red_publica",0,
"dist","061308","electricidad",1,0
"dist","061308","cocina_lena",1,0
"dist","061311","piso_tierra",.8571429,2.43e-17
"dist","061311","agua_red_publica",.2857143,4.86e-17
"dist","061311","desague_red_publica",0,
"dist","061311","electricidad",.8571429,3.24e-17
"dist","061311","cocina_lena",1,0
"dist","070101","piso_tierra",.0372657,.2637936
"dist","070101","agua_red_publica",.9608784,.0155627
"dist","070101","desague_red_publica",.9784899,.0110403
"dist","070101","electricidad",1,0
"dist","070101","cocina_lena",.0191562,.417524
"dist","070102","piso_tierra",0,
"dist","070102","agua_red_publica",1,0
"dist","070102","desague_red_publica",1,0
"dist","070102","electricidad",1,0
"dist","070102","cocina_lena",0,
"dist","070103","piso_tierra",0,
"dist","070103","agua_red_publica",1,0
"dist","070103","desague_red_publica",1,0
"dist","070103","electricidad",1,0
"dist","070103","cocina_lena",0,
"dist","070104","piso_tierra",0,
"dist","070104","agua_red_publica",1,0
"dist","070104","desague_red_publica",1,0
"dist","070104","electricidad",1,0
"dist","070104","cocina_lena",.0240556,.8958712
"dist","070105","piso_tierra",0,
"dist","070105","agua_red_publica",1,0
"dist","070105","desague_red_publica",1,0
"dist","070105","electricidad",1,0
"dist","070105","cocina_lena",0,
"dist","070106","piso_tierra",.0550006,.2556589
"dist","070106","agua_red_publica",.9424196,.0186506
"dist","070106","desague_red_publica",.921194,.0235006
"dist","070106","electricidad",.9943464,.0056926
"dist","070106","cocina_lena",.1306605,.1857297
"dist","070107","piso_tierra",.0735036,.5319572
"dist","070107","agua_red_publica",.9366582,.0711746
"dist","070107","desague_red_publica",.9366582,.0711746
"dist","070107","electricidad",.9788861,.0227014
"dist","070107","cocina_lena",.0549709,.6534131
"dist","080101","piso_tierra",.1844773,.4012726
"dist","080101","agua_red_publica",1,0
"dist","080101","desague_red_publica",1,0
"dist","080101","electricidad",1,0
"dist","080101","cocina_lena",.1489222,.5337921
"dist","080103","piso_tierra",.1875,.7071068
"dist","080103","agua_red_publica",.8125,.1631785
"dist","080103","desague_red_publica",1,0
"dist","080103","electricidad",1,0
"dist","080103","cocina_lena",.75,.1178511
"dist","080104","piso_tierra",.0887381,.7227978
"dist","080104","agua_red_publica",1,0
"dist","080104","desague_red_publica",.8813101,.1071614
"dist","080104","electricidad",1,0
"dist","080104","cocina_lena",.059345,.795707
"dist","080105","piso_tierra",.0487365,.6979807
"dist","080105","agua_red_publica",1,0
"dist","080105","desague_red_publica",1,0
"dist","080105","electricidad",1,0
"dist","080105","cocina_lena",.1110168,.6643499
"dist","080106","piso_tierra",.1426863,.699133
"dist","080106","agua_red_publica",.9694235,.0324679
"dist","080106","desague_red_publica",.9694235,.0324679
"dist","080106","electricidad",1,0
"dist","080106","cocina_lena",.1336869,.7116501
"dist","080107","piso_tierra",0,
"dist","080107","agua_red_publica",1,0
"dist","080107","desague_red_publica",1,0
"dist","080107","electricidad",1,0
"dist","080107","cocina_lena",.5,0
"dist","080108","piso_tierra",0,
"dist","080108","agua_red_publica",1,0
"dist","080108","desague_red_publica",1,0
"dist","080108","electricidad",1,0
"dist","080108","cocina_lena",.0511427,.7371928
"dist","080201","piso_tierra",1,0
"dist","080201","agua_red_publica",1,0
"dist","080201","desague_red_publica",0,
"dist","080201","electricidad",.875,0
"dist","080201","cocina_lena",.625,0
"dist","080203","piso_tierra",.5,0
"dist","080203","agua_red_publica",1,0
"dist","080203","desague_red_publica",1,0
"dist","080203","electricidad",.875,0
"dist","080203","cocina_lena",.75,0
"dist","080205","piso_tierra",.5858771,.120959
"dist","080205","agua_red_publica",.9570615,.0536691
"dist","080205","desague_red_publica",.7832384,.0923322
"dist","080205","electricidad",.9355922,.082351
"dist","080205","cocina_lena",.9570615,.0536691
"dist","080301","piso_tierra",.6666667,0
"dist","080301","agua_red_publica",1,0
"dist","080301","desague_red_publica",1,0
"dist","080301","electricidad",1,0
"dist","080301","cocina_lena",.6666667,1.04e-17
"dist","080302","piso_tierra",.2670913,.0471887
"dist","080302","agua_red_publica",.9316347,.0541143
"dist","080302","desague_red_publica",.4101917,.7374317
"dist","080302","electricidad",.8632694,.1167995
"dist","080302","cocina_lena",.8632694,.1167995
"dist","080305","piso_tierra",.5,0
"dist","080305","agua_red_publica",1,0
"dist","080305","desague_red_publica",0,
"dist","080305","electricidad",1,0
"dist","080305","cocina_lena",1,0
"dist","080306","piso_tierra",.5,0
"dist","080306","agua_red_publica",1,0
"dist","080306","desague_red_publica",0,
"dist","080306","electricidad",1,0
"dist","080306","cocina_lena",1,0
"dist","080308","piso_tierra",.2857143,4.85e-17
"dist","080308","agua_red_publica",1,0
"dist","080308","desague_red_publica",.4285714,6.47e-17
"dist","080308","electricidad",.8571429,1.62e-17
"dist","080308","cocina_lena",1,0
"dist","080401","piso_tierra",.2281601,.7910416
"dist","080401","agua_red_publica",1,0
"dist","080401","desague_red_publica",.6805758,.3712706
"dist","080401","electricidad",1,0
"dist","080401","cocina_lena",.5447339,.2059891
"dist","080404","piso_tierra",.6132828,.4319478
"dist","080404","agua_red_publica",.9355471,.0471927
"dist","080404","desague_red_publica",.4511701,.6850126
"dist","080404","electricidad",1,0
"dist","080404","cocina_lena",1,0
"dist","080405","piso_tierra",.75,0
"dist","080405","agua_red_publica",.875,0
"dist","080405","desague_red_publica",.625,0
"dist","080405","electricidad",.875,0
"dist","080405","cocina_lena",1,0
"dist","080406","piso_tierra",0,
"dist","080406","agua_red_publica",1,0
"dist","080406","desague_red_publica",0,
"dist","080406","electricidad",1,0
"dist","080406","cocina_lena",1,0
"dist","080407","piso_tierra",.4285714,9.71e-17
"dist","080407","agua_red_publica",1,0
"dist","080407","desague_red_publica",.2857143,4.85e-17
"dist","080407","electricidad",.8571429,0
"dist","080407","cocina_lena",1,0
"dist","080408","piso_tierra",.75,0
