grupo,indicador,resultado,cv
25,electricidad,0.8938652738737771,0.019861987697658953
25,cocina_lena,0.5698072520364281,0.04234625835999095
010101,piso_tierra,0.10870040448199024,0.30166959359968343
010101,agua_red_publica,0.949547495086622,0.03912157264588208
010101,desague_red_publica,0.9335600369558068,0.04075236770411364
010101,electricidad,0.9938207845934065,0.006120820681358343
010101,cocina_lena,0.2932368368469252,0.17930375472230153
010401,piso_tierra,0.58158572112831175,0.18069391417216363
010401,agua_red_publica,0.4871851138450722,0.2188565613347248
010401,desague_red_publica,0.20006746839778775,0.5466778032994802
010401,electricidad,0.4403958268661133,0.35375954255930014
010401,cocina_lena,0.87833994979997,0.06917190420147547
010205,piso_tierra,0.7049314167277558,0.1404608604940581
010205,agua_red_publica,0.4920710317147934,0.11925876252744293
010205,desague_red_publica,0.06928778136999812,0.6377031220654165
010205,electricidad,0.2771511254799925,0.6377031220654162
010205,cocina_lena,0.9307122186300019,0.04747443260782979
010201,piso_tierra,0.24646479222647005,0.27085810877850514
010201,agua_red_publica,0.9844471667982546,0.01510342426623448
010201,desague_red_publica,0.9000050730025468,0.06957532636397078
010201,electricidad,1,0
010201,cocina_lena,0.41218131223643373,0.23229540156704043
010206,piso_tierra,0.28872693844643343,0.6739139170467413
010206,agua_red_publica,1,0
010206,desague_red_publica,0.5710157020285409,0.35299169343131204
010206,electricidad,1,0
010206,cocina_lena,0.7154907753785734,0.10877965656085316
010701,piso_tierra,0.3611337886946284,0.20018984069784088
010701,agua_red_publica,0.949222133737027,0.021139186106652677
010701,desague_red_publica,0.6263552909048635,0.1388739665033043
010701,electricidad,0.915595415378693,0.050257154535995524
010701,cocina_lena,0.6249493198223027,0.12816200489758883
010702,piso_tierra,0.624635834720178,0.10390197369211622
010702,agua_red_publica,0.9141887925888341,0.0545764090149005
010702,desague_red_publica,0.37047348846091527,0.48256903140110935
010702,electricidad,0.9672710919429717,0.022588851664309236
010702,cocina_lena,0.9732708359463182,0.020820481697876158
010703,piso_tierra,0.4395178204023412,0.17053907693464257
010703,agua_red_publica,0.7993301525040857,0.17162679210395054
010703,desague_red_publica,0.5464702699508485,0.5575586823922858
010703,electricidad,0.9694038012725175,0.030233082788173764
010703,cocina_lena,0.8828266041461973,0.04481450035415507
010706,piso_tierra,0.22063981040277794,0.3833770277233193
010706,agua_red_publica,0.8517963471592237,0.15208248506030084
010706,desague_red_publica,0.6397419372805729,0.29852789043524247
010706,electricidad,0.9835329274621359,0.01642707307700514
010706,cocina_lena,0.590217034703057,0.16775398940427907
010307,piso_tierra,0.1416824021552493,0.3328500835381179
010307,agua_red_publica,0.9801081171505535,0.022495346403901138
010307,desague_red_publica,0.9204324686022137,0.09581527101954299
010307,electricidad,1,0
010307,cocina_lena,0.40515532361630135,0.33089013656964045
010312,piso_tierra,0.32074182795697626,0.17417043362131762
010312,agua_red_publica,0.7722586508042695,0.14954270540546552
010312,desague_red_publica,0.5953210633616219,0.28229709796637564
010312,electricidad,0.9725448354515781,0.02572443452119678
010312,cocina_lena,0.8974291392223452,0.0443145558299113
010502,piso_tierra,0.259869665152688,0.5232032475339842
010502,agua_red_publica,0.9186580153878909,0.0851852797213284
010502,desague_red_publica,0.7339153521407555,0.13032346723012866
010502,electricidad,0.9378501546004137,0.051837273688236596
010502,cocina_lena,1,0
010501,piso_tierra,0.48960004517155586,0.25970858386383383
010501,agua_red_publica,0.9330818252787769,0.05274164311710154
010501,desague_red_publica,0.8097812069997692,0.1031251096063628
010501,electricidad,1,0
010501,cocina_lena,0.7464654602230216,0.05274164311710154
010509,piso_tierra,0.25,0
010509,agua_red_publica,1,0
010509,desague_red_publica,1,0
010509,electricidad,1,0
010509,cocina_lena,0.5,0
010109,piso_tierra,0.679604095453142,0.29229249934297635
010109,agua_red_publica,0.9260202125291366,0.0514630462080549
010109,desague_red_publica,0.6440062677252123,0.3695509978438025
010109,electricidad,0.9773897334703425,0.02247419311987853
010109,cocina_lena,0.9023419048828308,0.08072191861974745
010601,piso_tierra,0.28095712143451246,0.4560742755288099
010601,agua_red_publica,0.9753579632704634,0.0236244125781625
010601,desague_red_publica,0.8602443597716732,0.09741954398176347
010601,electricidad,0.9616287988337366,0.031009837330519614
010601,cocina_lena,0.6241008451926973,0.17751051839509205
010402,piso_tierra,1,0
010402,agua_red_publica,0.6462973251324264,0.22707573650686022
010402,desague_red_publica,0,NA
010402,electricidad,0,NA
010402,cocina_lena,1,0
010403,piso_tierra,0.3090943216195189,0.4107888318335225
010403,agua_red_publica,0.29554907537573344,0.7074092925519821
010403,desague_red_publica,0,NA
010403,electricidad,0.29554907537573344,0.7074092925519821
010403,cocina_lena,0.9774794961429998,0.021625617978119904
010202,piso_tierra,0.6959739548639364,0.0493990454714609
010202,agua_red_publica,0.8011335654226104,0.11536507136044176
010202,desague_red_publica,0.03252487134258096,0.9488658818106406
010202,electricidad,0.3326831264696172,0.4518108457765544
010202,cocina_lena,0.967475128657419,0.031899260056517484
010203,piso_tierra,0.3127517664465718,0.27557758773306307
010203,agua_red_publica,0.8122482335534282,0.10610965194660693
010203,desague_red_publica,0.6678237560557796,0.1527816196292673
010203,electricidad,0.9075683778418021,0.07962607256991096
010203,cocina_lena,0.921215811079099,0.03922322253215358
010704,piso_tierra,0.5123033112594104,0.34516607339596683
010704,agua_red_publica,0.4159692052960319,0.7439301038313821
010704,desague_red_publica,0,NA
010704,electricidad,1,0
010704,cocina_lena,0.875,8.885551928384237e-18
010707,piso_tierra,0.8333333333333333,9.992007221626451e-17
010707,agua_red_publica,0.3333333333333333,8.32667268468866e-17
010707,desague_red_publica,0.3333333333333333,8.32667268468866e-17
010707,electricidad,0.8333333333333333,9.992007221626451e-17
010707,cocina_lena,1,0
010705,piso_tierra,0.5140271058092084,0.25249531152897947
010705,agua_red_publica,0.8826546196403519,0.08764215469257317
010705,desague_red_publica,0.5001509439831928,0.2941257621154744
010705,electricidad,0.9788838692945911,0.020174693559988546
010705,cocina_lena,0.741779785615497,0.10723500008954098
010310,piso_tierra,0.25,0
010310,agua_red_publica,1,0
010310,desague_red_publica,1,0
010310,electricidad,1,0
010310,cocina_lena,1,0
010306,piso_tierra,0.35946293877215035,0.0747993454474687
010306,agua_red_publica,0.8790601428512631,0.05352681191954241
010306,desague_red_publica,0.7222825102183612,0.15820993399074493
010306,electricidad,0.8790601428512631,0.05352681191954241
010306,cocina_lena,0.7189258775443007,0.07479934544746866
010304,piso_tierra,0.5,0
010304,agua_red_publica,1,0
010304,desague_red_publica,0.875,0
010304,electricidad,1,0
010304,cocina_lena,0.875,0
010301,piso_tierra,0,NA
010301,agua_red_publica,1,0
010301,desague_red_publica,1,0
010301,electricidad,1,0
010301,cocina_lena,0.7142857142857142,1.0685896612017134e-16
010302,piso_tierra,1,0
010302,agua_red_publica,1,0
010302,desague_red_publica,0.6666666666666666,2.081668171172165e-17
010302,electricidad,1,0
010302,cocina_lena,1,0
010512,piso_tierra,0.5714285714285714,0.10129087639849241
010512,agua_red_publica,0.9285714285714285,0.06233284701445688
010512,desague_red_publica,0.6428571428571428,0.2926180873734225
010512,electricidad,0.8571428571428571,0.01688181273308207
010512,cocina_lena,0.8571428571428571,0.016881812733082067
010520,piso_tierra,0.7324323150981811,0.017282187696596465
010520,agua_red_publica,0.9297292603927241,0.05445900557860302
010520,desague_red_publica,0.4013515273527285,0.04730777840090881
010520,electricidad,0.9297292603927241,0.05445900557860302
010520,cocina_lena,0.8729737943127328,0.10149930019584757
010510,piso_tierra,0.875,0
010510,agua_red_publica,0.875,0
010510,desague_red_publica,0.625,0
010510,electricidad,0.875,0
010510,cocina_lena,1,0
010506,piso_tierra,0.75,0
010506,agua_red_publica,1,0
010506,desague_red_publica,0.875,0
010506,electricidad,0.75,0
010506,cocina_lena,1,0
010513,piso_tierra,0.875,0.1012908763984924
010513,agua_red_publica,0.9375,0.047269075652629784
010513,desague_red_publica,0.5,0
010513,electricidad,0.875,0
010513,cocina_lena,0.9375,0.047269075652629784
010504,piso_tierra,0.75,0
010504,agua_red_publica,1,0
010504,desague_red_publica,0.625,0
010504,electricidad,0.875,0
010504,cocina_lena,1,0
010514,piso_tierra,0.5625,0.39390896377191487
010514,agua_red_publica,0.875,0
010514,desague_red_publica,0.125,0
010514,electricidad,0.9375,0.047269075652629784
010514,cocina_lena,0.9375,0.047269075652629784
010511,piso_tierra,0.625,0
010511,agua_red_publica,0.875,0
010511,desague_red_publica,0.875,0
010511,electricidad,1,0
010511,cocina_lena,1,0
010521,piso_tierra,0.7328313732570094,0.06418067786855555
010521,agua_red_publica,0.9510921194515509,0.044644564992148764
010521,desague_red_publica,0.8160765072914397,0.039240588104948834
010521,electricidad,0.9583774329827849,0.035661675168881954
010521,cocina_lena,1,0
010503,piso_tierra,1,0
010503,agua_red_publica,0.6428571428571428,0.2926180873734225
010503,desague_red_publica,0,NA
010503,electricidad,0.7142857142857142,0.3241308044751758
010503,cocina_lena,0.8571428571428571,0.10129087639849241
010114,piso_tierra,0.7142857142857142,1.5543122344752168e-16
010114,agua_red_publica,1,0
010114,desague_red_publica,0,NA
010114,electricidad,1,0
010114,cocina_lena,1,0
010120,piso_tierra,0.75,0
010120,agua_red_publica,1,0
010120,desague_red_publica,0.75,0
010120,electricidad,1,0
010120,cocina_lena,0.875,0
010112,piso_tierra,0.7571812837658659,0.11666557804565443
010112,agua_red_publica,0.8017280743512012,0.16527485125311758
010112,desague_red_publica,0.8017280743512012,0.16527485125311758
010112,electricidad,0.8678187162341341,0.10179198777739022
010112,cocina_lena,0.7571812837658659,0.11666557804565444
010110,piso_tierra,0.5416796447328347,0.4563865641300805
010110,agua_red_publica,0.7483990202957265,0.1639354343927876
010110,desague_red_publica,0.5352757259157406,0.46309130762193257
010110,electricidad,0.6507087818886037,0.42916743328996476
010110,cocina_lena,0.9020322002016279,0.08770376972235339
010103,piso_tierra,0.625,1.5657967120326578e-17
010103,agua_red_publica,1,0
010103,desague_red_publica,0.262627901545962,0.6732215807788445
010103,electricidad,1,0
010103,cocina_lena,0.9406569753864905,0.04699023545824398
010606,piso_tierra,0.5,0
010606,agua_red_publica,1,0
010606,desague_red_publica,0.875,0
010606,electricidad,0.875,0
010606,cocina_lena,0.75,0
010604,piso_tierra,0.875,0
010604,agua_red_publica,0.75,0
010604,desague_red_publica,0,NA
010604,electricidad,1,0
010604,cocina_lena,0.875,0
010609,piso_tierra,0.23567536038229545,0.30069918716101923
010609,agua_red_publica,0.8229194233883274,0.20075521149076614
010609,desague_red_publica,0.6812549620989893,0.2958248153597908
010609,electricidad,1,0
010609,cocina_lena,0.6716099658245518,0.25904766728653317
010611,piso_tierra,0.25,0
010611,agua_red_publica,1,0
010611,desague_red_publica,0.125,0
010611,electricidad,1,0
010611,cocina_lena,0.75,0
010605,piso_tierra,0.75,0
010605,agua_red_publica,0.5,0
010605,desague_red_publica,0,NA
010605,electricidad,0.5,0
010605,cocina_lena,1,0
010602,piso_tierra,0.25,0
010602,agua_red_publica,0.875,0
010602,desague_red_publica,0.75,0
010602,electricidad,1,0
010602,cocina_lena,1,0
021803,piso_tierra,0.11286904235673235,0.3360122730469723
021803,agua_red_publica,1,0
021803,desague_red_publica,1,0
021803,electricidad,1,0
021803,cocina_lena,0.223097144137565,0.6621291742681787
021801,piso_tierra,0.13865081160655096,0.22969796633483194
021801,agua_red_publica,0.963903906438904,0.024796606080116978
021801,desague_red_publica,0.8996032257749186,0.054003873566076804
021801,electricidad,0.9946237773885419,0.005349342026721159
021801,cocina_lena,0.19590696995673113,0.22560405114855644
021809,piso_tierra,0.05882726567278494,0.5040774980629391
021809,agua_red_publica,0.81936473691896194,0.09468746429650304
021809,desague_red_publica,0.8324770192879479,0.09935465177523793
021809,electricidad,1,0
021809,cocina_lena,0.09923071557389179,0.33168365845485026
021808,piso_tierra,0.3979812379981825,0.1900970554629088
021808,agua_red_publica,0.9611330137896513,0.034861560753385215
021808,desague_red_publica,1,0
021808,electricidad,0.9611330137896513,0.03486156075338521
021808,cocina_lena,0.5680495228188736,0.20606445444201194
021806,piso_tierra,0.3286378346353802,0.4370005791452329
021806,agua_red_publica,0.6896249930252597,0.2679524562435392
021806,desague_red_publica,0.6418760144009292,0.2988694053271061
021806,electricidad,0.9462807375684802,0.051620804107128083
021806,cocina_lena,0.44249918651856823,0.3735305551368438
021807,piso_tierra,0.33333333333333337,8.326672684688679e-17
021807,agua_red_publica,1,0
021807,desague_red_publica,1,0
021807,electricidad,1,0
021807,cocina_lena,0.16666666666666669,1.6653345369377358e-16
021509,piso_tierra,0.7432162258348163,0.23825751798258185
021509,agua_red_publica,0.8378558494434557,0.1408968327979953
021509,desague_red_publica,0.5946396236086394,0.4963141995627926
021509,electricidad,1,0
021509,cocina_lena,1,0
020801,piso_tierra,0.22006184890928313,0.385070058548804
020801,agua_red_publica,0.7824527671422647,0.18288019826078247
020801,desague_red_publica,0.7541997393583951,0.21069729366462703
020801,electricidad,1,0
020801,cocina_lena,0.32811919477799023,0.42461309711170797
020804,piso_tierra,0.3333333333333333,8.32667268468868e-17
020804,agua_red_publica,1,0
020804,desague_red_publica,1,0
020804,electricidad,1,0
020804,cocina_lena,0.6666666666666666,4.16333634234434e-17
021101,piso_tierra,0.18697747838114898,0.2379933782527282
021101,agua_red_publica,1,0
021101,desague_red_publica,0.6658266671347255,0.2656430019636567
021101,electricidad,1,0
021101,cocina_lena,0.20871927601585807,0.5180741104519802
021804,piso_tierra,0.5,0
021804,agua_red_publica,1,0
021804,desague_red_publica,0.5,0
021804,electricidad,1,0
021804,cocina_lena,1,0
021802,piso_tierra,0.822410882467453,0.16115322475505076
021802,agua_red_publica,1,0
021802,desague_red_publica,0,NA
021802,electricidad,1,0
021802,cocina_lena,0.940803627489151,0.04695778584421093
021503,piso_tierra,0.820713771142384,0.198643561550064
021503,agua_red_publica,0.35857245771523216,0.9093253148984498
021503,desague_red_publica,0.35857245771523216,0.9093253148984498
021503,electricidad,0.43875090050082816,0.6502588053310427
021503,cocina_lena,0.820713771142384,0.198643561550064
021501,piso_tierra,0.7142857142857142,9.714451465470102e-17
021501,agua_red_publica,0.8571428571428571,5.666763354857588e-17
021501,desague_red_publica,1,0
021501,electricidad,1,0
021501,cocina_lena,1,0
021511,piso_tierra,1,0
021511,agua_red_publica,1,0
021511,desague_red_publica,0.5,0
021511,electricidad,1,0
021511,cocina_lena,1,0
021507,piso_tierra,0.75,0
021507,agua_red_publica,1,0
021507,desague_red_publica,1,0
021507,electricidad,1,0
021507,cocina_lena,1,0
020802,piso_tierra,0.23656210946825565,0.3105493908922769
020802,agua_red_publica,0.9107503124253954,0.06453072197838135
020802,desague_red_publica,0.4645018745523728,0.7591535589751939
020802,electricidad,1,0
020802,cocina_lena,0.7946248437873022,0.0369805799946638
021103,piso_tierra,0,NA
021103,agua_red_publica,0.75,0
021103,desague_red_publica,0.875,0
021103,electricidad,1,0
021103,cocina_lena,0.875,0
021102,piso_tierra,0.875,0
021102,agua_red_publica,1,0
021102,desague_red_publica,0,NA
021102,electricidad,0.875,0
021102,cocina_lena,1,0
020105,piso_tierra,0.1937933294339402,0.3612440242941807
020105,agua_red_publica,0.9818695110435343,0.012120446935570224
020105,desague_red_publica,0.8774688397955346,0.06769376275122556
020105,electricidad,0.9893773405090122,0.010351551829254851
020105,cocina_lena,0.5896669877005205,0.15148461350078227
020101,piso_tierra,0.07626692561637269,0.5450035997421463
020101,agua_red_publica,1,0
020101,desague_red_publica,0.9536224893292203,0.04501862360361623
020101,electricidad,1,0
020101,cocina_lena,0.49161633912025593,0.24254580466814904
021201,piso_tierra,0.31288603368389845,0.3858728542177829
021201,agua_red_publica,1,0
021201,desague_red_publica,0.8201272354831286,0.19684473084146206
021201,electricidad,1,0
021201,cocina_lena,0.5713029880045004,0.23096341749076768
021601,piso_tierra,0.6088973871107866,0.17991314595901708
021601,agua_red_publica,0.9274017419261424,0.07874950666205913
021601,desague_red_publica,0.3091339139753808,0.07874950666205907
021601,electricidad,0.9637008709630712,0.03789164867166369
021601,cocina_lena,1,0
022001,piso_tierra,0.6592778247863851,0.16935527880983287
022001,agua_red_publica,0.9558596371846111,0.038164709275993504
022001,desague_red_publica,0.4521121422283849,0.39193332197755343
022001,electricidad,0.8870877674456061,0.04737377340576603
022001,cocina_lena,0.9099190816231125,0.046096580526646405
020601,piso_tierra,0.41148163166183443,0.4238944688189287
020601,agua_red_publica,1,0
020601,desague_red_publica,0.842618951074535,0.1330734616278776
020601,electricidad,1,0
020601,cocina_lena,0.6136888207261533,0.3426913790760367
020701,piso_tierra,0.9631214689941902,0.03807141659875619
020701,agua_red_publica,0.8333675423674178,0.03888198754749274
020701,desague_red_publica,0.45203454765154266,0.39737113146398745
020701,electricidad,0.9405659739446869,0.04513180213715688
020701,cocina_lena,0.9365689743817214,0.04707423849541088
021001,piso_tierra,0,NA
021001,agua_red_publica,1,0
021001,desague_red_publica,1,0
021001,electricidad,1,0
021001,cocina_lena,0.3333333333333333,8.32667268468868e-17
021701,piso_tierra,0.6919731383935332,0.4366769501817402
021701,agua_red_publica,0.8846711436010778,0.05692675028964047
021701,desague_red_publica,0.8846711436010778,0.05692675028964047
021701,electricidad,1,0
021701,cocina_lena,0.7946487589290222,0.25350296071991973
020508,piso_tierra,0,NA
020508,agua_red_publica,1,0
020508,desague_red_publica,0.8333333333333333,9.99200722162634e-17
020508,electricidad,0.8333333333333333,9.99200722162634e-17
020508,cocina_lena,0.5,0
020501,piso_tierra,0.5,0
020501,agua_red_publica,1,0
020501,desague_red_publica,1,0
020501,electricidad,1,0
020501,cocina_lena,0.5,5.551115123125786e-17
021906,piso_tierra,1,0
021906,agua_red_publica,1,0
021906,desague_red_publica,0.625,0
021906,electricidad,1,0
021906,cocina_lena,1,0
021909,piso_tierra,1,0
021909,agua_red_publica,0.625,0.2835317335016295
021909,desague_red_publica,0,NA
021909,electricidad,0.9375,0.04725528891693825
021909,cocina_lena,1,0
021209,piso_tierra,0.625,0
021209,agua_red_publica,0.75,0
021209,desague_red_publica,0,NA
021209,electricidad,1,0
021209,cocina_lena,1,0
021205,piso_tierra,0.8571428571428571,0.016876888898906525
021205,agua_red_publica,1,0
021205,desague_red_publica,1,0
021205,electricidad,0.9285714285714285,0.04673600002774111
021205,cocina_lena,0.9285714285714285,0.04673600002774111
021208,piso_tierra,0.875,0
021208,agua_red_publica,1,0
021208,desague_red_publica,0.75,0
021208,electricidad,1,0
